sep=;
"ID";"title";"ad_link";"category";"date";"price";"delete";"details";"images"
"32048562";"Alquiler en CDE | PH Castellammare Vista al Parque – $2,300 (Negociable)";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-en-cde-ph-castellammare-vista-al-parque-2-300-negociable/32048562";"Costa del Este";"Publicado el 27/02/2026";"B/. 2,300";"False";"True";"True"
"32048256";"Alquiler Costa del Este | PH Costa View 3R + C/B/E – $1,600";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-costa-del-este-ph-costa-view-3r-c-b-e-1-600/32048256";"Costa del Este";"Publicado el 27/02/2026";"B/. 1,600";"False";"False";"False"
"32048498";"Alquiler Punta Pacífica | PH Pacific Wind 3 Rec – $1,300 (Último precio)";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-punta-pacifica-ph-pacific-wind-3-rec-1-300-ultimo-precio/32048498";"Punta Pacífica";"Publicado el 27/02/2026";"B/. 1,300";"False";"False";"False"
"32048070";"Alquiler Santa María | Santa María Village  – $2,500";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-santa-maria-santa-maria-village-2-500/32048070";"Santa María";"Publicado el 27/02/2026";"B/. 2,500";"False";"False";"False"
"32048226";"Alquiler Coco del Mar | PH Victory Sport Vista al Mar – $2,450";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-coco-del-mar-ph-victory-sport-vista-al-mar-2-450/32048226";"Coco del Mar";"Publicado el 27/02/2026";"B/. 2,450";"False";"False";"False"
"32047945";"Alquiler en Coco del Mar | PH Moon Tower – $1,450";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-en-coco-del-mar-ph-moon-tower-1-450/32047945";"Coco del Mar";"Publicado el 27/02/2026";"B/. 1,450";"False";"False";"False"
"32048273";"Alquiler en Pta Pacífica | PH Ocean Drive 3 Rec Vista al Mar – $2,000";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/alquiler-en-pta-pacifica-ph-ocean-drive-3-rec-vista-al-mar-2-000/32048273";"Punta Pacífica";"Publicado el 27/02/2026";"B/. 2,000";"False";"False";"False"
"32048311";"Alquiler Costa del Este | PH Green Bay 3 Rec con CBE – $1,250";"/panama-es/bienes-raices-alquiler-apartamentos/alquiler-costa-del-este-ph-green-bay-3-rec-con-cbe-1-250/32048311";"Costa del Este";"Publicado el 27/02/2026";"B/. 1,250";"False";"False";"False"
"32048404";"PH NUOVO by ARMANI: 105m² Amoblado | 2 Rec + Den | $2,000";"/panama-es/bienes-raices-alquiler-apartamentos-amueblados/ph-nuovo-by-armani-105m-amoblado-2-rec-den-2-000/32048404";"Bella Vista";"Publicado el 27/02/2026";"B/. 2,000";"False";"False";"False"
"32048438";"GANGA! $1,500 | Local Comercial 115 m² | Vía Veneto, El Cangrejo | Máxima Visibilidad";"/panama-es/bienes-raices-alquiler-comercios/ganga-1-500-local-comercial-115-m-via-veneto-el-cangrejo-maxima-visibilidad/32048438";"El Cangrejo";"Publicado el 27/02/2026";"B/. 1,500";"False";"False";"False"
